claim,headline,IsQuestion,HasTowParts,label
 دستگاه کوچک کننده بینی مورد تایید نیست,چرا توجه همزمان به صفحات نمایش مختلف برای مغز وحشتناک است,0,0,Unrelated
قطع‌ عضو کولبر پیرانشهری توسط مین وجریمه ۲۳میلیونی وی ,قطع‌ عضو کولبر پیرانشهری توسط مین صحت ندارد,0,0,Disagree
قطع‌ عضو کولبر پیرانشهری توسط مین وجریمه ۲۳میلیونی وی ,قطع عضو کولبر پیرانشهری توسط مین صحت ندارد,0,0,Disagree
قطع‌ عضو کولبر پیرانشهری توسط مین وجریمه ۲۳میلیونی وی ,قطع‌ عضو کولبر پیرانشهری توسط مین وجریمه ۲۳میلیونی وی,0,0,Agree
قطع‌ عضو کولبر پیرانشهری توسط مین وجریمه ۲۳میلیونی وی ,فرماندار پیرانشهر جریمه میلیونی برای کولبر قطع عضو شده را تکذیب کرد,0,0,Discuss
قطع‌ عضو کولبر پیرانشهری توسط مین وجریمه ۲۳میلیونی وی ,محکومیت رییس یک بیمارستان و پزشک فوق تخصص جراحی در اصفهان,0,0,Unrelated
پست اینستاگرام فدراسیون فوتبال فلسطین درحمایت مراکش !,آیا فدراسیون فوتبال “فلسطین” آرزوی شکست ایران را کرد ؟,0,0,Discuss
پست اینستاگرام فدراسیون فوتبال فلسطین درحمایت مراکش !,کواکبیان گاف داد؛ رسانه ها متهم شدند! +عکس,0,0,Unrelated
پست اینستاگرام فدراسیون فوتبال فلسطین درحمایت مراکش !,سیر تا پیاز شایعه عدم حمایت فلسطین از فوتبال کشورمان +عکس,0,0,Discuss
پست اینستاگرام فدراسیون فوتبال فلسطین درحمایت مراکش !,رد شایعه حمایت فدراسیون فوتبال فلسطین از تیم مراکش/ فلسطینی‌ها حامی تیم ملی ایران هستند ,0,0,Disagree
پست اینستاگرام فدراسیون فوتبال فلسطین درحمایت مراکش !,جریمه سنگین هواداری که پوست موز به زمین پرت کرد,0,0,Unrelated
فتوای مخالفت آیت‌الله سیستانی باپرداخت فطریه به کمیته امداد !,فتوای مخالفت آیت‌الله سیستانی با پرداخت فطریه به کمیته امداد جعلی است,0,0,Disagree
فتوای مخالفت آیت‌الله سیستانی باپرداخت فطریه به کمیته امداد !,آیا آیت الله سیستانی پرداخت فطریه به کمیته امداد را حرام اعلام کرده است؟,0,0,Discuss
فتوای مخالفت آیت‌الله سیستانی باپرداخت فطریه به کمیته امداد !,آیت‌الله سیستانی از عراقی‌ها خواست به سیاستمداران فاسد رأی ندهند,0,0,Unrelated
فتوای مخالفت آیت‌الله سیستانی باپرداخت فطریه به کمیته امداد !,نقش فتوای آیت الله سیستانی در رویارویی مردم عراق با تروریست ها,0,0,Unrelated
روزه نگرفتن و جبران آن با دستگیری از فقرا با پرداخت کفاره ! / شایعه 0871,روزه بر مکلفین دارای توانایی روزه گرفتن واجب است و استدلال نویسنده با اصول و موازین شرعی در تضاد کامل است!,0,0,Disagree
روزه نگرفتن و جبران آن با دستگیری از فقرا با پرداخت کفاره ! / شایعه 0871,«کفاره» را چه زمانی باید پرداخت/ آیا کفاره قدیمی با نرخ روز محاسبه می‌شود,0,0,Discuss
روزه نگرفتن و جبران آن با دستگیری از فقرا با پرداخت کفاره ! / شایعه 0871,راه جبران "روزه نگرفتن عمدی" در ماه رمضان چیست؟,0,0,Discuss
روزه نگرفتن و جبران آن با دستگیری از فقرا با پرداخت کفاره ! / شایعه 0871,مجازات روزه خواری در ملا عام,0,0,Unrelated
تحویل تندر90 به خریداران ساندرو توسط سایپا !,سایپا تحویل تندر ۹۰ به جای ساندرو را تکذیب کرد,0,0,Discuss
تحویل تندر90 به خریداران ساندرو توسط سایپا !,سایپا: خریداران ساندرو، ساندرو تحویل می‌گیرند!,0,0,Discuss
تحویل تندر90 به خریداران ساندرو توسط سایپا !,تحویل خودروهای رنو سایپا ممکن نیست؛ تکلیف خریداران ساندرو چه می‌شود؟,0,0,Agree
تحویل تندر90 به خریداران ساندرو توسط سایپا !,توضیحات سایپا درباره تحویل تندر۹۰ به جای ساندرو,0,0,Discuss
تحویل تندر90 به خریداران ساندرو توسط سایپا !,سایپا بخشنامه عجیب خود را لغو کرد/ ادامه بلاتکلیفی متقاضیان ساندرو و تندر 90 + سند,0,0,Discuss
تحویل تندر90 به خریداران ساندرو توسط سایپا !,۴۵۰۰ خودروی ترخیص‌نشده دارای ثبت سفارش جعلی کجا هستند؟,0,0,Unrelated
کمپین جلوگیری از پرداخت پول فطریه به کمیته امداد! / شایعه 0870,کمیته امداد زکات فطره را کجا خرج می‌کند؟,0,0,Discuss
کمپین جلوگیری از پرداخت پول فطریه به کمیته امداد! / شایعه 0870,هنگام پرداخت آنلاین زکات فطریه مراقب کلاهبرداران اینترنتی باشید,0,0,Unrelated
کمپین جلوگیری از پرداخت پول فطریه به کمیته امداد! / شایعه 0870,امکان پرداخت فطریه به صورت آنلاین در سامانه‌های الکترونیکی کمیته امداد,0,0,Unrelated
کمپین جلوگیری از پرداخت پول فطریه به کمیته امداد! / شایعه 0870,ترامپ: پول پرداخت شده به هنرپیشه پورنو از بودجه کارزار انتخاباتی نبود,0,0,Unrelated
امام جمعه اصفهان: اگر فردی ۳ هفته نمازجمعه را ترک کرد، باید خانه اش را خراب کرد !,تکذیب سخنرانی اخیر آیت الله طباطبایی نژاد از سوی دفتر امام جمعه اصفهان,0,0,Discuss
امام جمعه اصفهان: اگر فردی ۳ هفته نمازجمعه را ترک کرد، باید خانه اش را خراب کرد !,امام جمعه اصفهان: روایت داریم اگر فردی سه هفته از روی بی‌اعتنایی نمازجمعه را ترک کند، باید خانه را روی سرش خراب کرد!,0,0,Discuss
امام جمعه اصفهان: اگر فردی ۳ هفته نمازجمعه را ترک کرد، باید خانه اش را خراب کرد !,امام جمعه اصفهان: اگر فردی سه هفته نماز جمعه را ترک کند باید خانه را روی سرش خراب کرد,0,0,Agree
امام جمعه اصفهان: اگر فردی ۳ هفته نمازجمعه را ترک کرد، باید خانه اش را خراب کرد !,برگزاری نماز عبادی سیاسی جمعه اصفهان در مصلای امام (ره) این شهر,0,0,Unrelated
تونل زیرزمینی درخوزستان برای انتقال مخفی آب به سایر استانها !,کشف تونل مخفی آب در خوزستان که به فولاد مبارکه اصفهان می رسد,0,0,Agree
تونل زیرزمینی درخوزستان برای انتقال مخفی آب به سایر استانها !,تشویق کشاورزان اصفهانی به ادامه اعتراضات، توسط متولیان ناکارآمد آب,0,0,Unrelated
تونل زیرزمینی درخوزستان برای انتقال مخفی آب به سایر استانها !,‍طرح از پیش شکست خورده استاندار اصفهان برای احیای زاینده رود از جیب ملی!,0,0,Unrelated
تجاوز 25 افغانی به دختر بی پناه ایرانی در یزد! ,این شایعه قدیمی در سال 93توسط مقامات محلی تکذیب گردید و منتشرکنندگان آن نیز بازداشت شدند!,0,0,Discuss
تجاوز 25 افغانی به دختر بی پناه ایرانی در یزد! ,خبر تجاوز 25 افغانستانی به دختر ایرانی در یزد صحت ندارد,0,0,Disagree
تجاوز 25 افغانی به دختر بی پناه ایرانی در یزد! ,ماجرای تجاوز ۲۵ افغانی به دختر ۱۶ ساله در یزد تکذیب شد,0,0,Discuss
تجاوز 25 افغانی به دختر بی پناه ایرانی در یزد! ,چرا شایعه تجاوز 25 افغان به یک دختر یزدی به صورت رسمی تکذیب نشد؟,0,0,Discuss
تجاوز 25 افغانی به دختر بی پناه ایرانی در یزد! ,تجاوز به دختر ایرانی و حمله به افغانستانی ها در ایران!,0,0,Agree
تجاوز 25 افغانی به دختر بی پناه ایرانی در یزد! ,نیروهای امنیتی و مردم یزد منازل افغانهای این شهر را به آتش کشیدند,0,0,Unrelated
تجاوز 25 افغانی به دختر بی پناه ایرانی در یزد! ,نامه دختر افغان به مردم ایران/ ببخشید اگر در کوچه‌ها و خیابان‌هایتان راه رفتم و قدم زدم,0,0,Unrelated
درخواست آیت‌الله شاهرودی برای آزادی سعید مرتضوی️ !,تکذیب درخواست آزادی سعید مرتضوی از سوی آیت‌الله هاشمی شاهرودی,0,0,Disagree
